order_id,order_date,customer_id,customer_name,customer_email,customer_segment,product_name,quantity,unit_price,discount_percent,shipping_region,shipping_city,shipping_cost,shipping_method,payment_method,payment_status,transaction_id,rating,review_text,return_flag,return_reason
ORD0012523,2023-12-04,CUST00822,Rahul Singh,rahul.singh@rediffmail.com,Standard,Printer,6,12742.73,0.28,North,Hyderabad,37.2,Standard,COD,Paid,TXN33576,4,NA,False,
ORD0008427,2024-04-19,CUST02753,Manish Joshi,manish.joshi@hotmail.com,Silver,USB Cable,1,212.21,0.03,South,Kolkata,28.5,Standard,Debit Card,Pending,TXN86317,5,Not satisfied,False,
ORD0003711,2023-10-24,CUST00551,Raj Reddy,raj.reddy@hotmail.com,Standard,Desk Lamp,-2,1500.31,0.34,North,Jaipur,36.63,Standard,Wallet,Paid,TXN24930,3,Not satisfied,False,
ORD0001216,2023-12-24,CUST02536,Sunil Joshi,sunil.joshi@rediffmail.com,Gold,External HDD,1,5352.62,0.29,North,Mumbai,62.3,Standard,COD,Paid,TXN76860,5,Late delivery,False,
ORD0003636,2024-09-17,CUST02433,Ritu Reddy,ritu.reddy@gmail.com,Silver,External HDD,2,5991.02,0.36,West,Pune,,Express,Credit Card,Paid,TXN89739,4,Poor quality,False,
ORD0017652,2023-05-07,CUST02999,Sunil Malhotra,user@domain,Standard,Router,1,3007.73,0.28,East,Chennai,96.73,Express,Credit Card,Paid,TXN26545,4,Excellent!,True,Wrong item
ORD0018367,2023-09-21,CUST02202,,invalid@@,Silver,Mouse,2,728.29,0.03,South,Delhi,73.45,Standard,Debit Card,Paid,TXN72400,4,Damaged,False,
ORD0004466,2024-05-02,CUST00660,Suresh Yadav,user@domain,Silver,External HDD,1,6117.62,0.32,North,Lucknow,17.26,Same Day,NetBanking,Refunded,TXN77792,5,Excellent!,False,
ORD0007362,2023-09-19,CUST00752,Vikas Kumar,user@domain,Standard,Headphones,9,3185.5,0.28,East,Delhi,68.94,,Debit Card,Paid,TXN40277,5,Not satisfied,False,
ORD0019027,2023-06-16,CUST02428,Shweta Gupta,shweta.gupta@gmail.com,Silver,Power Bank,6,1762.89,,North,Lucknow,50.24,,Credit Card,,TXN72709,3,,False,
ORD0011064,2023-09-20,CUST02624,NA,na@gmail.com,Gold,Gaming Chair,3,11780.83,0.35,South,Ahmedabad,8.9,Standard,Debit Card,Paid,TXN94420,3,,False,
ORD0001283,2024-10-07,CUST00121,Manish Malhotra,manish.malhotra@rediffmail.com,Standard,USB Cable,2,219.49,0.19,East,Mumbai,47.14,,NetBanking,Paid,TXN35265,3,Poor quality,Yes,
ORD0006804,2023-05-28,CUST01522,Meera Gupta,meera.gupta@gmail.com,Gold,Printer,3,13127.46,0.01,South,Chennai,12.45,,UPI,Paid,TXN97136,0,Not satisfied,Y,Not needed
ORD0006443,2024-01-10,CUST02072,Raj Malhotra,raj.malhotra@hotmail.com,Gold,Keyboard,5,2190.47,0.02,East,Lucknow,19.04,Standard,Credit Card,Paid,TXN83808,2,Excellent!,False,
ORD0002172,2023-09-18,CUST01259,Amit Kumar,amit.kumar@gmail.com,Premium,Power Bank,3,1999.59,0.39,East,Lucknow,59.96,Standard,Debit Card,Pending,TXN88694,,Damaged,False,
ORD0014839,2024-10-06,CUST02275,Ritu Kumar,ritu.kumar@rediffmail.com,Standard,Printer,1,11387.68,,South,Mumbai,96.06,Express,Credit Card,Paid,TXN63943,5,Not satisfied,False,
ORD0009526,2024-02-07,CUST02950,Ritu Verma,ritu.verma@hotmail.com,Gold,Webcam,2,2607.42,0.24,South,Hyderabad,73.08,Standard,Debit Card,Paid,TXN24408,5,Good value,False,
ORD0018412,2023-06-21,CUST02559,Priya Joshi,priya.joshi@yahoo.com,Silver,Phone Stand,4,816.56,0.33,,Kolkata,46.88,Standard,COD,Refunded,TXN63681,2,,True,Defective
ORD0002271,2023-09-24,CUST00523,Pooja Singh,pooja.singh@hotmail.com,Gold,USB Cable,4,200.2,0.03,South,Mumbai,94.67,Standard,Debit Card,Paid,TXN37948,4,Damaged,Y,
ORD0008916,2024-12-26,CUST00080,Raj Verma,raj.verma@hotmail.com,,Tablet,10,21537.36,0.12,West,Lucknow ,78.31,Standard,Debit Card,Pending,TXN44655,4,Excellent!,False,
ORD0019073,2023-03-01,CUST02457,Alok Patel,alok.patel@hotmail.com,Standard,Headphones,10,3880.85,0.29,South,Hyderabad,8.25,Standard,Debit Card,Paid,TXN45594,1,???,False,
ORD0008589,2023-01-05,CUST01075,Sunil Singh,sunil.singh@rediffmail.com,Silver,Mouse,2,686.56,0.28,West,Kolkata,28.76,Same Day,Debit Card,Paid,TXN16832,3,Poor quality,False,
ORD0017724,2023-12-09,CUST02680,Kavita Malhotra,kavita.malhotra@hotmail.com,Standard,USB Cable,2,220.87,0.03,East,Lucknow,48.12,Express,UPI,Paid,TXN31211,2,???,False,
ORD0003490,2023-07-04,CUST02518,Raj Patel,raj.patel@yahoo.com,Silver,Keyboard,1,2478.43,0.39,North,Bangalore,50.16,Express,Debit Card,Failed,TXN80310,3,Damaged,False,
ORD0005702,2023-05-10,CUST02019,Shweta Malhotra,shweta.malhotra@hotmail.com,Silver,Gaming Chair,1,11514.71,0.36,East,Mumbai,45.29,Standard,,Refunded,TXN86518,3,???,False,
ORD0001979,2024-08-16,CUST01347,Neha Patel,neha.patel@hotmail.com,Standard,Headphones,2,3891.2,0.24,West,Lucknow,7.84,Same Day,UPI,Paid,TXN85790,3,,False,
ORD0012742,2024-03-02,CUST02494,Suresh Sharma,suresh.sharma@hotmail.com,Standard,Gaming Chair,1,11869.21,0.38,North,Pune,69.27,Standard,Credit Card,Pending,TXN36581,4,Good value,N,
ORD0002004,invalid,CUST00166,Shweta Sharma,shweta.sharma@gmail.com,Standard,Headphones,2,3700.86,0.13,South,Bangalore,20.79,Express,,Paid,TXN51872,2,Not satisfied,False,
ORD0013633,2024-03-11,CUST00711,Alok Verma,alok.verma@yahoo.com,Standard,Headphones,2,3452.07,0.22,North,Chennai,18.3,Standard,Debit Card,Paid,TXN66353,5,Average,False,
ORD0001535,2023-07-10,CUST01819,Kavita Verma,kavita.verma@hotmail.com,Standard,Laptop,10,59857.32,0.09,North,Ahmedabad,47.12,Standard,COD,,TXN22207,3,Not satisfied,False,
ORD0006978,2023-06-22,CUST02648,???,???@hotmail.com,Gold,Headphones,3,3507.37,0.12,South,Hyderabad,44.84,Express,Credit Card,Paid,TXN87511,4,Not satisfied,False,
ORD0017796,2024-11-22,CUST00462,Neha Patel,neha.patel@hotmail.com,Standard,Mouse,0,802.23,0.04,North,Mumbai,62.15,Standard,COD,Paid,TXN78853,2,Great product!,False,
ORD0014314,2023-10-09,CUST02936,,user@domain,Gold,Desk Lamp,1,1288.9,0.27,East,Hyderabad,25.96,Express,Credit Card,Paid,TXN61956,4,,Y,Damaged
ORD0010227,2024-03-22,CUST01312,Alok Kumar,@.com,Standard,Mouse,6,818.7,0.39,North,Chennai,41.57,Same Day,UPI,Paid,TXN99488,5,Good value,False,
ORD0005863,2024-10-03,CUST01372,Shweta Gupta,shweta.gupta@gmail.com,Gold,Power Bank,6,1874.23,0.2,South,Jaipur,8.34,Standard,UPI,Paid,TXN33775,5,Damaged,No,
ORD0012635,2023-07-17,CUST00835,Ritu Patel,ritu.patel@yahoo.com,Standard,Keyboard,2,2279.32,0.13,North,Bangalore,37.46,Standard,Debit Card,Pending,TXN15426,5,Late delivery,False,
ORD0002146,2023-09-02,CUST01751,Amit Sharma,amit.sharma@rediffmail.com,Standard,Webcam,6,3172.5,0.18,South,Hyderaba,28.01,Standard,Credit Card,Paid,TXN77007,3,Not satisfied,False,
ORD0008661,15/01/2024,CUST00742,Vikas Reddy,vikas.reddy@rediffmail.com,Standard,Gaming Chair,3,12534.33,0.35,South,Hyderabad,72.47,Standard,COD,Paid,TXN38880,5,Poor quality,False,
ORD0002421,2024-03-07,CUST02777,Vikas Yadav,vikas.yadav@rediffmail.com,Silver,Printer,10,12669.42,2.5,North,Jaipur,27.1,Standard,Debit Card,Paid,TXN15592,5,Average,Y,Wrong item
ORD0012737,2023-03-01,CUST02124,Rahul Kumar,rahul.kumar@hotmail.com,Standard,Speakers,1,4246.77,2.5,West,Lucknow,74.81,Express,Credit Card,Paid,TXN78803,5,,False,
ORD0016046,2024-12-25,CUST00571,Rahul Reddy,rahul.reddy@yahoo.com,Silver,Printer,10,12508.83,0.12,East,Jaipur,62.42,Express,Debit Card,Paid,TXN95262,4,NA,False,
ORD0005690,2024-02-30,CUST02659,Amit Joshi,amit.joshi@hotmail.com,Premium,Mouse,3,831.44,-0.2,South,Hyderabad,26.85,Standard,Credit Card,Paid,TXN59074,4,NA,True,Not needed
ORD0008294,2024-01-27,CUST00566,Kavita Reddy,kavita.reddy@rediffmail.com,Silver,Desk Lamp,10,1450.6,0.3,North,Delhi,56.3,Standard,Credit Card,Paid,TXN25192,5,Average,False,
ORD0002196,2023-02-12,CUST02275,Kavita Sharma,kavita.sharma@yahoo.com,Silver,Mouse,1,819.27,0.12,West,Jaipur,63.18,Standard,UPI,Paid,TXN38711,1,Will buy again,False,
ORD0006403,2023-13-01,CUST00735,Anjali Patel,anjali.patel@gmail.com,Silver,Phone Stand,9,705.18,0.08,Central,Pune,64.3,Standard,COD,Paid,TXN47662,3,Great product!,False,
ORD0014434,2024-09-14,CUST01268,Sunil Singh,sunil.singh@hotmail.com,Silver,Headphones,10,3327.43,0.02,North,Pune,21.77,Standard,UPI,Refunded,TXN41662,5,Late delivery,False,
ORD0016072,2023-04-08,CUST01320,Rahul Verma,user@domain,New,Printer,9,11308.12,,South,Lucknow,78.69,Pickup,UPI,Paid,TXN33133,5,Will buy again,False,
ORD0019728,invalid,CUST00471,Vikas Sharma,vikas.sharma@yahoo.com,Standard,External HDD,two,5977.52,0.17,West,Mumbai,2.84,Express,UPI,Pending,TXN97120,1,Damaged,N,
ORD0001490,2024-01-21,CUST02878,Neha Sharma,neha.sharma@rediffmail.com,Silver,Printer,1,12750.4,0.0,South,Delhi,70.28,Express,Credit Card,Paid,TXN67981,,Damaged,False,
ORD0019664,2023-11-16,CUST00373,,invalid@@,Gold,Mouse,2,729.06,0.37,West,Jaipur,70.7,Standard,Wallet,,TXN97976,4,Not satisfied,Yes,Damaged
ORD0005212,2023-03-05,CUST01236,Suresh Singh,suresh.singh@gmail.com,Premium,Monitor,8,-15000,0.14,North,Bangalore,89.26,Standard,UPI,Paid,TXN71458,4,,,
ORD0001115,2024-09-25,CUST00089,Vikas Verma,vikas.verma@gmail.com,Standard,External HDD,5,5906.36,-0.2,North,Hyderabad ,3.31,Pickup,Debit Card,Pending,TXN42039,2,Not satisfied,False,
ORD0011256,2024-03-28,CUST01251,Alok Kumar,alok.kumar@yahoo.com,Silver,Laptop,7,58770.2,0.1,South,Jaipur,29.15,,UPI,Paid,TXN16561,4,Poor quality,False,
ORD0010512,2023-02-01,CUST00108,Alok Malhotra,alok.malhotra@gmail.com,Premium,Headphones,7,3347.14,0.2,North,Mumbai,78.59,Pickup,UPI,Paid,TXN90126,5,Not satisfied,False,
ORD0019496,2023-10-24,CUST02513,Suresh Reddy,suresh.reddy@yahoo.com,Standard,Laptop,1,46925.38,0.15,North,Hyderabad,33.48,Standard,NetBanking,Pending,TXN79825,5,Will buy again,True,Damaged
ORD0016165,2023-09-15,CUST01299,Kavita Gupta,kavita.gupta@rediffmail.com,Standard,Webcam,10,3441.71,1.5,West,Lucknow,72.21,Standard,Credit Card,Paid,TXN89593,3,Good value,Yes,Better price
ORD0008949,2023-04-28,CUST01968,Meera Singh,meera.singh@rediffmail.com,Silver,Router,7,3239.54,0.36,East,Jaipur,81.4,Standard,Credit Card,Paid,TXN77812,4,Will buy again,False,
ORD0019831,2023-09-04,CUST01267,Kavita Singh,kavita.singh@hotmail.com,Gold,Router,8,3435.38,0.22,East,Kolkata,65.54,Same Day,Debit Card,Failed,TXN43257,5,NA,False,
ORD0006693,2023-06-07,CUST01669,unknown,unknown@gmail.com,Gold,Power Bank,2,free,0.2,West,Jaipur,27.55,Express,NetBanking,Pending,TXN36065,5,Late delivery,False,
ORD0003530,2023-10-19,CUST02890,Pooja Singh,pooja.singh@yahoo.com,Silver,Printer,9,13380.64,0.31,East,Bangalore,85.73,Standard,Credit Card,Paid,TXN90136,0,???,False,
ORD0007922,2023-10-19,CUST01183,,@.com,Gold,Mouse,1,689.15,0.34,South,Pune,36.0,Standard,NetBanking,Paid,TXN50887,4,Excellent!,False,
ORD0011810,2024-03-09,CUST00608,Priya Patel,priya.patel@gmail.com,Premium,Keyboard,10,2690.87,0.11,East,Lucknow,83.66,Standard,Debit Card,Paid,TXN40674,,Poor quality,False,
ORD0000665,2023-10-21,CUST02100,Raj Malhotra,raj.malhotra@gmail.com,Gold,Keyboard,one,2186.02,0.24,South,Lucknow,84.02,Express,Debit Card,Paid,TXN76375,3,Poor quality,False,
ORD0004731,2024-02-09,CUST00835,Vikas Gupta,vikas.gupta@hotmail.com,Standard,Smart Watch,1,8120.63,,North,Delhi,18.8,Express,Credit Card,Paid,TXN31178,4,Excellent!,False,
ORD0019617,2023-11-28,CUST02281,unknown,unknown@hotmail.com,,Desk Lamp,6,1685.24,0.1,West,Jaipur,87.08,Express,UPI,,TXN23386,5,Good value,False,
ORD0002767,2023-11-05,CUST01957,Rahul Yadav,rahul.yadav@rediffmail.com,Premium,Webcam,3,2784.31,0.06,West,Chennai,85.32,Standard,Wallet,Paid,TXN47188,5,,False,
ORD0004936,2024-06-22,CUST01080,Shweta Gupta,shweta.gupta@hotmail.com,Standard,Gaming Chair,7,10384.14,0.2,South,Kolkata,92.35,Same Day,Credit Card,Paid,TXN93065,2,Average,True,Damaged
ORD0005187,2023-13-01,CUST00628,Priya Reddy,priya.reddy@hotmail.com,Gold,Mouse,3,820.93,0.29,North,Lucknow,21.28,Same Day,Credit Card,Paid,TXN46362,5,Excellent!,False,
ORD0014820,invalid,CUST01681,Anjali Patel,anjali.patel@rediffmail.com,New,Router,zero,2587.29,0.3,South,Kolkata,49.64,Same Day,Credit Card,Paid,TXN55357,5,Good value,,
ORD0001625,2023-11-27,CUST00548,Priya Verma,priya.verma@yahoo.com,Standard,Mouse,9,789.67,0.12,East,Jaipur,2.6,Express,NetBanking,Paid,TXN38448,1,Good value,False,
ORD0006880,2023-01-21,CUST02680,Manish Yadav,manish.yadav@gmail.com,Gold,Router,2,free,0.13,East,Pune,21.09,Standard,UPI,Pending,TXN33005,5,Damaged,False,
ORD0009682,2024-06-26,CUST02971,Ritu Joshi,ritu.joshi@rediffmail.com,Standard,Laptop,4,63130.37,0.07,North,Ahmedabad,72.39,Standard,Credit Card,Paid,TXN39019,4,Average,False,
ORD0018071,2024-06-24,CUST02537,Sunil Reddy,sunil.reddy@gmail.com,Standard,Webcam,5,3126.43,0.01,North,Hyderabad,57.93,Standard,Debit Card,Paid,TXN80546,3,Excellent!,False,
ORD0014551,2023-02-08,CUST00969,,invalid@@,New,USB Cable,9,182.14,0.29,West,Jaipur,67.32,Pickup,Credit Card,Pending,TXN85358,3,Poor quality,False,
ORD0007360,2024-07-04,CUST02068,Vikas Singh,vikas.singh@yahoo.com,Gold,Tablet,9,N/A,0.04,North,Chennai,92.8,Standard,Debit Card,Paid,TXN58719,3,Will buy again,False,
ORD0010896,2023-11-24,CUST02477,Priya Singh,priya.singh@hotmail.com,Standard,External HDD,8,5949.92,0.1,South,Delhi,47.71,Standard,Wallet,Paid,TXN85221,,Average,False,
ORD0010159,2023-05-13,CUST02313,Ritu Singh,ritu.singh@hotmail.com,Standard,Gaming Chair,zero,10214.38,0.16,East,Ahmedabad,53.32,Express,Credit Card,Pending,TXN30289,5,Good value,False,
ORD0008226,2024-02-05,CUST01948,Rahul Yadav,rahul.yadav@hotmail.com,Standard,Monitor,8,13689.73,0.16,South,Delhi,93.91,Standard,Credit Card,Paid,TXN79514,2,Poor quality,False,
ORD0011353,2024-09-07,CUST00005,Kavita Verma,kavita.verma@gmail.com,Gold,Speakers,2,4209.99,0.13,East,Bangalore,23.3,Standard,Debit Card,Paid,TXN13023,2,Late delivery,False,
ORD0015421,2024-01-18,CUST02651,Kavita Patel,kavita.patel@gmail.com,Standard,Gaming Chair,8,12159.72,0.07,East,Mumbai,1.59,Standard,Credit Card,Pending,TXN89909,5,,Yes,Damaged
ORD0018273,2024-01-16,CUST02435,Priya Malhotra,priya.malhotra@rediffmail.com,Silver,Desk Lamp,7,1327.93,0.07,South,Chennai,78.57,Standard,UPI,Chargeback,TXN67173,0,,False,
ORD0010528,2023-09-11,CUST00557,Neha Joshi,neha.joshi@rediffmail.com,Gold,Monitor,-2,12837.75,0.16,North,Hyderabad ,46.91,Standard,Debit Card,Paid,TXN41808,,Excellent!,False,
ORD0015195,2023-06-28,CUST00603,Neha Verma,neha.verma@hotmail.com,Silver,Router,1,2764.98,0.07,North,Kolkata,9.93,Express,Debit Card,Failed,TXN73311,5,NA,False,
ORD0010070,2023-03-17,CUST01815,Anjali Joshi,anjali.joshi@gmail.com,Silver,Laptop,1,62078.73,0.06,East,Delhi,29.84,,Debit Card,Paid,TXN61332,,,False,
ORD0017297,2023-10-14,CUST00016,Shweta Malhotra,shweta.malhotra@yahoo.com,Silver,Phone Stand,8,691.56,0.15,West,Chennai,60.32,Express,UPI,Paid,TXN12516,5,,False,
ORD0015139,2023-09-23,CUST00181,Manish Joshi,manish.joshi@hotmail.com,Standard,Gaming Chair,1,10724.21,0.36,North,Jaipur,80.55,Express,Debit Card,Pending,TXN43462,3,Average,False,
ORD0001259,2023-12-26,CUST02434,Meera Joshi,meera.joshi@rediffmail.com,Standard,Smart Watch,2,7945.15,,,Chennai,52.28,Standard,NetBanking,Pending,TXN46254,4,Not satisfied,False,
ORD0013567,2024-10-05,CUST01942,Amit Sharma,amit.sharma@gmail.com,Gold,Power Bank,3,2045.07,0.4,East,Hyderabad,68.65,Express,UPI,Paid,TXN63336,3,Will buy again,False,
ORD0016528,2023-10-06,CUST02803,Vikas Sharma,vikas.sharma@rediffmail.com,Standard,Mouse,6,687.42,0.14,Central,Delhi,77.4,,Credit Card,Paid,TXN98164,5,Great product!,False,
ORD0006007,2023-03-25,CUST01145,Raj Kumar,invalid@@,Silver,Laptop,9,54149.08,0.03,North,Ahmedabad,63.51,Express,UPI,Paid,TXN63529,,Good value,False,
ORD0017720,2024-02-30,CUST02060,Priya Patel,priya.patel@yahoo.com,Gold,Smart Watch,4,9044.44,0.08,North,Lucknow,44.9,Standard,UPI,Pending,TXN67206,3,Great product!,False,
ORD0002324,2024-04-21,CUST01942,,,Gold,External HDD,9,5959.86,0.08,West,Delhi,6.65,Standard,Credit Card,Refunded,TXN89739,2,NA,N,
ORD0018232,2024-02-20,CUST02518,Anjali Sharma,anjali.sharma@rediffmail.com,Standard,External HDD,1,6120.88,0.08,North,Lucknow,44.11,Standard,Credit Card,Paid,TXN71252,3,Great product!,False,
ORD0004045,2024-10-26,CUST00103,Amit Reddy,amit.reddy@gmail.com,Standard,USB Cable,5,180.87,0.0,East,Delhi,90.91,Same Day,COD,Pending,TXN84638,4,???,False,
ORD0006308,2024-08-13,CUST02481,Raj Malhotra,raj.malhotra@yahoo.com,Premium,Monitor,1,14991.76,0.27,North,Ahmedabad,36.78,Standard,,Pending,TXN10171,4,Late delivery,False,
ORD0007581,2023-06-01,CUST02119,Priya Yadav,priya.yadav@gmail.com,Standard,USB Cable,3,208.58,0.01,Central,Bangalore,68.89,Express,NetBanking,Paid,TXN72989,4,Poor quality,False,
ORD0000274,2024-10-22,CUST00040,Shweta Yadav,shweta.yadav@yahoo.com,Gold,Printer,9,13007.32,,North,Delhi,0.78,Express,Credit Card,Refunded,TXN28528,5,Great product!,False,
ORD0016249,2023-06-06,CUST02832,Manish Reddy,manish.reddy@rediffmail.com,Silver,Speakers,9,3847.84,0.02,North,pune,73.14,Standard,COD,Chargeback,TXN15586,5,Poor quality,False,
ORD0019112,2023-09-14,CUST00044,Suresh Kumar,suresh.kumar@gmail.com,Premium,Monitor,10,17249.51,,North,Bangalore,55.7,Standard,Debit Card,Refunded,TXN24400,2,Average,Yes,
ORD0003913,2024-06-02,CUST01765,,no-email,New,Smart Watch,9,8383.15,0.27,West,Delhi,73.03,Standard,UPI,Paid,TXN30908,5,Great product!,False,
ORD0009073,2024-07-22,CUST02384,Pooja Malhotra,pooja.malhotra@hotmail.com,,Headphones,1,3375.76,0.26,South,Kolkata,96.74,Standard,Credit Card,Paid,TXN45824,4,Excellent!,False,
ORD0009126,2024-12-28,CUST02642,Rahul Malhotra,rahul.malhotra@yahoo.com,New,Keyboard,4,2340.24,0.09,Central,Hyderabad,93.62,Standard,,Paid,TXN52589,2,???,False,
ORD0017979,2024-01-28,CUST01255,Alok Reddy,alok.reddy@yahoo.com,Premium,Gaming Chair,10,12266.55,0.26,South,Chennai,55.7,Standard,Debit Card,Pending,TXN21315,5,Great product!,False,
ORD0019292,invalid,CUST00652,Amit Singh,amit.singh@hotmail.com,Standard,Keyboard,three,2699.95,0.3,East,Jaipur,1.58,Same Day,Debit Card,Paid,TXN79031,4,Damaged,False,
ORD0004982,2023-08-08,CUST02760,Alok Kumar,alok.kumar@gmail.com,Premium,Keyboard,9,2788.98,-0.5,North,Kolkata,42.26,Pickup,Debit Card,,TXN36587,4,Not satisfied,False,
ORD0017125,2024-11-03,CUST00622,Amit Singh,amit.singh@yahoo.com,Standard,Monitor,8,17100.46,0.07,East,Mumbai,64.19,Standard,UPI,Paid,TXN43298,1,NA,False,
ORD0006509,2023-13-01,CUST02306,Priya Patel,priya.patel@rediffmail.com,Standard,Laptop,5,50442.03,0.11,North,Hyderabad,25.15,Express,NetBanking,Paid,TXN38673,2,Great product!,True,
ORD0002502,2024-03-06,CUST00683,Meera Verma,invalid@@,Standard,External HDD,2,5214.22,0.16,East,Delhi,53.93,Standard,UPI,Refunded,TXN62763,5,,False,
ORD0014740,2023-12-03,CUST00218,Meera Verma,meera.verma@gmail.com,New,Monitor,1,,0.05,South,Chennai,43.53,Standard,UPI,Paid,TXN90703,5,Will buy again,False,
ORD0013598,2023-03-10,CUST00713,Neha Sharma,neha.sharma@yahoo.com,,Router,9,3291.92,0.08,North,Jaipur,32.5,Express,Credit Card,Paid,TXN83223,4,Poor quality,False,
ORD0013746,2023-11-16,CUST00101,Amit Patel,amit.patel@hotmail.com,Gold,Speakers,10,3814.15,0.04,South,Mumbai,76.73,,UPI,Paid,TXN50071,5,Not satisfied,False,
ORD0006416,2023-12-04,CUST00824,Pooja Sharma,pooja.sharma@gmail.com,Standard,Laptop,1,56646.96,0.29,West,Chennai,77.54,Same Day,COD,Pending,TXN13783,5,Excellent!,False,
ORD0012843,2024-08-10,CUST00008,Alok Yadav,alok.yadav@hotmail.com,Premium,Mouse,2,685.17,0.04,East,Jaipur,73.12,Express,UPI,Pending,TXN33676,5,Good value,False,
ORD0001064,invalid,CUST01433,Raj Verma,user@domain,Silver,Gaming Chair,one,11250.12,0.31,East,Bangalore,24.25,Same Day,UPI,Paid,TXN11586,5,Great product!,False,
ORD0014382,2023-10-19,CUST01767,Rahul Singh,rahul.singh@gmail.com,Gold,Mouse,one,761.76,0.04,East,Hyderabad,61.11,Standard,COD,Paid,TXN91548,3,Will buy again,False,
ORD0010338,2024-12-18,CUST02349,Raj Yadav,raj.yadav@rediffmail.com,Silver,Smart Watch,2,9085.94,0.16,North,Chennai,35.07,Same Day,Credit Card,Paid,TXN59135,2,Poor quality,False,
ORD0007908,2023-03-03,CUST02853,Priya Patel,priya.patel@gmail.com,Standard,Tablet,3,26385.67,0.2,West,Chennai,83.42,Express,Debit Card,Paid,TXN36758,,Average,False,
ORD0012042,2023-08-21,CUST00489,Amit Verma,amit.verma@yahoo.com,Premium,Headphones,9,3140.8,0.31,North,Kolkata,11.55,Express,UPI,Paid,TXN42240,5,???,False,
ORD0010842,2023-08-16,CUST00443,Ritu Patel,ritu.patel@gmail.com,Standard,Power Bank,8,1946.7,0.32,East,Pune,9.88,Standard,COD,Paid,TXN82591,3,Damaged,False,
ORD0019107,2023-01-02,CUST02399,Pooja Singh,pooja.singh@hotmail.com,Silver,Webcam,2,3441.42,0.36,North,Lucknow,80.66,Standard,Credit Card,Chargeback,TXN97004,5,NA,False,
ORD0016402,2024-12-06,CUST02497,Alok Kumar,alok.kumar@gmail.com,Silver,Laptop,1,47680.24,0.1,South,Bangalore,98.19,Express,NetBanking,Paid,TXN41230,1,Late delivery,False,
ORD0015672,2024-02-30,CUST02624,Raj Sharma,invalid@@,Standard,External HDD,1,contact,0.0,Central,Ahmedabad,7.54,Same Day,UPI,Pending,TXN61228,1,Will buy again,False,
ORD0002520,2024-12-27,CUST01514,Amit Malhotra,amit.malhotra@rediffmail.com,Silver,Mouse,7,890.22,0.01,West,Kolkata,67.79,Standard,UPI,Paid,TXN34134,5,Excellent!,False,
ORD0017378,2023-01-24,CUST01663,Kavita Joshi,kavita.joshi@gmail.com,Standard,Desk Lamp,9,1522.21,0.1,South,Lucknow,13.88,Standard,Debit Card,Paid,TXN11667,4,NA,False,
ORD0002755,2023-04-14,CUST02630,Kavita Reddy,kavita.reddy@rediffmail.com,Premium,Phone Stand,10,683.16,0.33,West,Pune,97.78,Pickup,COD,Pending,TXN34300,4,Great product!,False,
ORD0012033,2024-02-30,CUST01787,Shweta Kumar,shweta.kumar@gmail.com,Premium,Tablet,10,28589.16,0.2,North,Jaipur,47.44,Standard,NetBanking,Paid,TXN34744,3,Poor quality,False,
ORD0017041,2023-12-07,CUST02981,Rahul Joshi,rahul.joshi@rediffmail.com,Silver,Laptop,2,52958.13,0.17,North,Bangalore,68.64,Standard,Credit Card,Paid,TXN88245,5,,False,
ORD0017928,2024-06-01,CUST02202,Alok Kumar,alok.kumar@gmail.com,Silver,Speakers,9,3648.33,0.38,East,Pune,53.93,Same Day,Debit Card,Refunded,TXN13696,3,Good value,False,
ORD0005558,2023-10-11,CUST01818,Rahul Reddy,@.com,Premium,Mouse,6,701.83,0.33,North,Kolkata,78.69,Express,Credit Card,Refunded,TXN43388,5,Good value,False,
ORD0003426,2024-06-21,CUST01628,Amit Sharma,amit.sharma@hotmail.com,Silver,Desk Lamp,zero,,0.07,North,Jaipur,16.15,Standard,Wallet,Paid,TXN34717,5,Great product!,False,
ORD0012051,2024-09-01,CUST01588,Kavita Kumar,kavita.kumar@hotmail.com,Gold,Desk Lamp,10,1501.95,,,Lucknow,98.85,Standard,COD,Paid,TXN76361,5,Poor quality,No,
ORD0014252,2024-12-07,CUST02932,Raj Sharma,raj.sharma@rediffmail.com,Silver,Monitor,2,13809.79,0.07,North,Chennai,25.15,Standard,UPI,Paid,TXN34381,3,Damaged,False,
ORD0006142,2024-04-10,CUST00043,Meera Kumar,meera.kumar@gmail.com,Silver,Gaming Chair,1,11144.88,0.15,,Bangalore,15.24,Standard,Credit Card,Paid,TXN60885,5,Average,False,
ORD0009052,2023-08-03,CUST00084,Suresh Verma,suresh.verma@yahoo.com,,Webcam,8,3384.75,0.29,West,Pune,85.4,Same Day,,Paid,TXN55606,,Average,False,
ORD0014078,2023-06-14,CUST02401,Meera Patel,meera.patel@hotmail.com,Standard,Laptop,3,-55000,0.14,,Chennai,2.53,Standard,Credit Card,Failed,TXN49604,5,Damaged,False,
ORD0000650,2024-06-07,CUST00052,Raj Verma,raj.verma@rediffmail.com,New,Mouse,4,777.59,0.29,,Jaipur,73.77,Express,UPI,Paid,TXN58118,5,???,No,
ORD0002313,2024-04-22,CUST00470,Meera Singh,meera.singh@yahoo.com,Silver,Speakers,2,4094.74,0.1,East,Bangalore,32.04,Pickup,UPI,Pending,TXN49900,4,Late delivery,False,
